cell_number,execution_time
1,0.0296254158020019
2,0.0902957916259765
3,1.873281478881836
1,0.1585638523101806
2,0.0961852073669433
1,0.1822795867919922
1,0.0397984981536865
2,0.113286018371582
2,0.0973596572875976
1,0.0328278541564941
2,0.083092451095581
3,0.1610109806060791
4,1029.1459577083588
