cell_number,execution_time
1,0.1929788589477539
2,0.5338313579559326
3,0.5081558227539062
4,0.9538850784301758
5,0.9765224456787108
6,0.1993184089660644
7,0.0122933387756347
8,0.8063650131225586
1,0.1829004287719726
2,0.4000270366668701
3,0.3962571620941162
4,0.7959346771240234
5,0.8349099159240723
6,0.0514619350433349
7,0.005652904510498
8,0.7958707809448242
