cell_number,execution_time
1,1.7676246166229248
2,0.0503525733947753
3,0.0132412910461425
4,0.0023660659790039
5,0.0518159866333007
6,0.0950343608856201
1,2.029592514038086
2,0.0247230529785156
3,0.0015530586242675
4,0.0011138916015625
5,0.021439790725708
6,0.0273129940032959
