cell_number,execution_time
1,0.1552350521087646
2,0.107590913772583
1,0.0430543422698974
2,0.0462417602539062
3,62.09679961204529
4,24.138086080551147
5,10.6835196018219
8,0.3685846328735351
9,1.0478568077087402
10,5.143968105316162
11,6.825058937072754
11,6.220786094665527
