DEVICE;BOARD;FUNCTION;DATA_TYPE;OPT_FLAG;MV_SIZE;InputGenerationTime;ProfilingTime;SimulationTime;FramaCExecutionTime;TotalExecutionTime
Leon3;Leon3;binary_search;int16_t;optO1-01;32x32;0.0712742239702493;26.58845278096851;16.669241936004255;105.79948802501896;1370.2345552589975
Leon3;Leon3;binary_search;int16_t;optO3-02;32x32;0.0712742239702493;27.51740209601121;19.12920505402144;105.79948802501896;2070.0065526139806
Leon3;Leon3;binary_search;int16_t;optO1-00;32x32;0.0712742239702493;24.743867976998445;17.209023691015318;105.79948802501896;1326.863522962958
Leon3;Leon3;binary_search;int16_t;optO2-07;32x32;0.0712742239702493;27.52833208598895;17.84922374499729;105.79948802501896;1832.7044011959808
Leon3;Leon3;binary_search;int32_t;optO5-Ofast;32x32;0.069332838000264;33.132536511984654;19.267868486000225;104.76876791298857;3456.4191560119507
Leon3;Leon3;binary_search;int32_t;optO2-09;32x32;0.069332838000264;26.85793388402089;18.62488152901642;104.76876791298857;3079.310782200948
Leon3;Leon3;binary_search;int32_t;optO3-05;32x32;0.069332838000264;27.79644724202808;18.572818726010155;104.76876791298857;3359.1741965699475
Leon3;Leon3;binary_search;int32_t;optO6-Og;32x32;0.069332838000264;24.679851932975;15.870726566994565;104.76876791298857;3497.1153603319544
Leon3;Leon3;binary_search;int32_t;optO4-Os;32x32;0.069332838000264;26.761523314984515;17.76407354400726;104.76876791298857;3403.8889699709835
Leon3;Leon3;binary_search;int32_t;optO2-05;32x32;0.069332838000264;26.172722065995917;18.44867637299467;104.76876791298857;2897.100355940988
Leon3;Leon3;binary_search;int32_t;optO3-01;32x32;0.069332838000264;27.35520757199265;18.82038166100392;104.76876791298857;3175.399685892975
Leon3;Leon3;binary_search;int32_t;optO3-04;32x32;0.069332838000264;27.58566076599527;18.585245951951947;104.76876791298857;3312.686721407983
Leon3;Leon3;binary_search;int32_t;optO2-00;32x32;0.069332838000264;28.353003218013328;18.319260792981368;104.76876791298857;2665.573066279001
Leon3;Leon3;binary_search;int32_t;optO3-00;32x32;0.069332838000264;30.278023959021084;19.432057267054915;104.76876791298857;3129.115179038956
Leon3;Leon3;binary_search;int32_t;optO2-02;32x32;0.069332838000264;27.860684093029704;19.18491600098787;104.76876791298857;2758.709824176971
Leon3;Leon3;binary_search;int32_t;optO2-03;32x32;0.069332838000264;26.08041007799329;16.520002530014608;104.76876791298857;2801.519487431972
Leon3;Leon3;binary_search;int32_t;optO2-01;32x32;0.069332838000264;27.84110201703152;18.02479072799906;104.76876791298857;2711.5560538930004
Leon3;Leon3;binary_search;int32_t;optO2-06;32x32;0.069332838000264;26.41576619201805;18.25310785195325;104.76876791298857;2941.9036396349547
Leon3;Leon3;binary_search;int32_t;optO1-02;32x32;0.069332838000264;26.824350784008857;15.998599164013283;104.76876791298857;2576.195305957983
Leon3;Leon3;binary_search;int32_t;optO1-03;32x32;0.069332838000264;26.831237646983936;15.610358385019936;104.76876791298857;2618.766538672964
Leon3;Leon3;binary_search;int32_t;optO3-03;32x32;0.069332838000264;27.101845933997534;17.485579506028444;104.76876791298857;3266.4035221689846
Leon3;Leon3;binary_search;int32_t;optO2-08;32x32;0.069332838000264;27.16020461503649;18.519933859992307;104.76876791298857;3033.675648685952
Leon3;Leon3;binary_search;int32_t;optO1-01;32x32;0.069332838000264;26.730906091979705;16.320455123030115;104.76876791298857;2533.276764659968
Leon3;Leon3;binary_search;int32_t;optO3-02;32x32;0.069332838000264;27.351362254994456;18.850338406977244;104.76876791298857;3221.695491032966
Leon3;Leon3;binary_search;int32_t;optO1-00;32x32;0.069332838000264;24.80758494499605;16.367437075008638;104.76876791298857;2490.1221780179767
Leon3;Leon3;binary_search;int32_t;optO2-07;32x32;0.069332838000264;28.02510586299468;17.84138974599773;104.76876791298857;2987.861853832961
Leon3;Leon3;binary_search;int64_t;optO5-Ofast;32x32;0.0785459080361761;28.41780643601669;18.382084892014973;107.89253767899936;4616.903728719975
Leon3;Leon3;binary_search;int64_t;optO2-09;32x32;0.0785459080361761;25.64412908698432;19.486823620041832;107.89253767899936;4247.962902517989
Leon3;Leon3;binary_search;int64_t;optO3-05;32x32;0.0785459080361761;26.502812753024045;18.8031514910399;107.89253767899936;4526.957732335955
Leon3;Leon3;binary_search;int64_t;optO6-Og;32x32;0.0785459080361761;25.184995998977683;15.52073334803572;107.89253767899936;4657.750130606
Leon3;Leon3;binary_search;int64_t;optO4-Os;32x32;0.0785459080361761;24.974874030973297;17.956317948992364;107.89253767899936;4569.995659701992
Leon3;Leon3;binary_search;int64_t;optO2-05;32x32;0.0785459080361761;25.758147150976583;19.83493061596528;107.89253767899936;4055.456394644978
Leon3;Leon3;binary_search;int64_t;optO3-01;32x32;0.0785459080361761;26.60470253200037;20.019668926950544;107.89253767899936;4341.824804632983
Leon3;Leon3;binary_search;int64_t;optO3-04;32x32;0.0785459080361761;27.1211279220297;19.20698902598815;107.89253767899936;4481.5505585609935
Leon3;Leon3;binary_search;int64_t;optO2-00;32x32;0.0785459080361761;28.42414578201715;19.387802361976355;107.89253767899936;3824.591014085978
Leon3;Leon3;binary_search;int64_t;optO3-00;32x32;0.0785459080361761;27.20908145996509;19.76191373995971;107.89253767899936;4295.02954624797
Leon3;Leon3;binary_search;int64_t;optO2-02;32x32;0.0785459080361761;26.548067896976136;19.907232160971034;107.89253767899936;3916.684864083945
Leon3;Leon3;binary_search;int64_t;optO2-03;32x32;0.0785459080361761;26.37325508298818;17.306910372979473;107.89253767899936;3960.513154465996
Leon3;Leon3;binary_search;int64_t;optO2-01;32x32;0.0785459080361761;26.265848031966016;19.137997702986468;107.89253767899936;3870.097275582957
Leon3;Leon3;binary_search;int64_t;optO2-06;32x32;0.0785459080361761;27.24508773500565;19.228526976017747;107.89253767899936;4102.045524749963
Leon3;Leon3;binary_search;int64_t;optO1-02;32x32;0.0785459080361761;25.68207399500534;16.185103003983386;107.89253767899936;3732.059125611966
Leon3;Leon3;binary_search;int64_t;optO1-03;32x32;0.0785459080361761;27.459998442034703;16.987080569029786;107.89253767899936;3776.637749600981
Leon3;Leon3;binary_search;int64_t;optO3-03;32x32;0.0785459080361761;27.135265422053635;19.6519838150125;107.89253767899936;4435.041019294993
Leon3;Leon3;binary_search;int64_t;optO2-08;32x32;0.0785459080361761;26.711812430003192;19.49726950895274;107.89253767899936;4202.685773737961
Leon3;Leon3;binary_search;int64_t;optO1-01;32x32;0.0785459080361761;26.10496938601136;17.68732953403378;107.89253767899936;3690.045463663002
Leon3;Leon3;binary_search;int64_t;optO3-02;32x32;0.0785459080361761;26.7580077489838;19.4264829439926;107.89253767899936;4388.134338931995
Leon3;Leon3;binary_search;int64_t;optO1-00;32x32;0.0785459080361761;24.494162197981492;16.3806329210056;107.89253767899936;3646.1212644999614
Leon3;Leon3;binary_search;int64_t;optO2-07;32x32;0.0785459080361761;33.926534999976866;20.289707199961413;107.89253767899936;4156.372588076978
Leon3;Leon3;binary_search;int8_t;optO5-Ofast;32x32;0.0485850219847634;29.11339703702833;19.101975484052677;106.86140049702954;1136.5618641459732
Leon3;Leon3;binary_search;int8_t;optO2-09;32x32;0.0485850219847634;29.00646185100777;19.023367877991404;106.86140049702954;757.9981068479829
Leon3;Leon3;binary_search;int8_t;optO3-05;32x32;0.0485850219847634;27.458308230969124;19.35179657302797;106.86140049702954;1045.5872517749667
Leon3;Leon3;binary_search;int8_t;optO6-Og;32x32;0.0485850219847634;26.70535108604236;15.436088902992196;106.86140049702954;1178.8231815569452
Leon3;Leon3;binary_search;int8_t;optO4-Os;32x32;0.0485850219847634;25.12984966597287;17.376459795981646;106.86140049702954;1088.2463864809831
Leon3;Leon3;binary_search;int8_t;optO2-05;32x32;0.0485850219847634;26.485503350035287;19.971681870985776;106.86140049702954;570.4239722829661
Leon3;Leon3;binary_search;int8_t;optO3-01;32x32;0.0485850219847634;28.28081462002592;19.33110771299107;106.86140049702954;854.375737475988
Leon3;Leon3;binary_search;int8_t;optO3-04;32x32;0.0485850219847634;29.02500413300004;19.91116066102404;106.86140049702954;998.6274796989746
Leon3;Leon3;binary_search;int8_t;optO2-00;32x32;0.0485850219847634;28.354770300968084;20.194801124045625;106.86140049702954;333.09918569994625
Leon3;Leon3;binary_search;int8_t;optO3-00;32x32;0.0485850219847634;29.14920861402061;19.390372105990537;106.86140049702954;806.6588022989454
Leon3;Leon3;binary_search;int8_t;optO2-02;32x32;0.0485850219847634;27.516582142037805;20.11215896502836;106.86140049702954;428.3199762229924
Leon3;Leon3;binary_search;int8_t;optO2-03;32x32;0.0485850219847634;27.478025089018047;17.85445410804823;106.86140049702954;473.7700698559638
Leon3;Leon3;binary_search;int8_t;optO2-01;32x32;0.0485850219847634;27.57702684798278;19.71692462899955;106.86140049702954;380.5502304699621
Leon3;Leon3;binary_search;int8_t;optO2-06;32x32;0.0485850219847634;27.12431875400944;18.654028616962023;106.86140049702954;616.3265098909615
Leon3;Leon3;binary_search;int8_t;optO1-02;32x32;0.0485850219847634;30.15641205199063;16.02464422804769;106.86140049702954;239.2572293469566
Leon3;Leon3;binary_search;int8_t;optO1-03;32x32;0.0485850219847634;27.775915215024725;17.306184243003372;106.86140049702954;284.4459181409911
Leon3;Leon3;binary_search;int8_t;optO3-03;32x32;0.0485850219847634;27.292453940957785;19.272079876973294;106.86140049702954;949.538694822986
Leon3;Leon3;binary_search;int8_t;optO2-08;32x32;0.0485850219847634;27.34684113896219;19.7945759309805;106.86140049702954;709.8446428859606
Leon3;Leon3;binary_search;int8_t;optO1-01;32x32;0.0485850219847634;28.968274498009123;16.030272389994934;106.86140049702954;192.94075099995823
Leon3;Leon3;binary_search;int8_t;optO3-02;32x32;0.0485850219847634;28.46035737195052;19.867453393002503;106.86140049702954;902.8405317389988
Leon3;Leon3;binary_search;int8_t;optO1-00;32x32;0.0485850219847634;24.54793719999725;16.305194168991875;106.86140049702954;147.7675757999532
Leon3;Leon3;binary_search;int8_t;optO2-07;32x32;0.0485850219847634;27.945370086992625;18.2178447599872;106.86140049702954;662.6073044139775
Arm;Arm;binary_search;int16_t;optO5-Ofast;32x32;0.060647192003671;30.38298737397417;16.8666142889997;106.90652724599931;2241.263617166027
Arm;Arm;binary_search;int16_t;optO2-09;32x32;0.060647192003671;29.881928173999768;15.835945635975804;106.90652724599931;1867.2448597150503
Arm;Arm;binary_search;int16_t;optO3-05;32x32;0.060647192003671;28.95031006197678;17.344785917026456;106.90652724599931;2151.236240713042
Arm;Arm;binary_search;int16_t;optO6-Og;32x32;0.060647192003671;26.780056710005734;12.80273977300385;106.90652724599931;2281.0005656120484
Arm;Arm;binary_search;int16_t;optO4-Os;32x32;0.060647192003671;27.46624159597559;15.112178058014251;106.90652724599931;2193.921407253016
Arm;Arm;binary_search;int16_t;optO2-05;32x32;0.060647192003671;27.792719118995592;16.813767790968996;106.90652724599931;1684.491384568042
Arm;Arm;binary_search;int16_t;optO3-01;32x32;0.060647192003671;31.256534617044963;17.70115658204304;106.90652724599931;1962.9893529150288
Arm;Arm;binary_search;int16_t;optO3-04;32x32;0.060647192003671;28.600026781030465;17.351803096942604;106.90652724599931;2104.8517953280243
Arm;Arm;binary_search;int16_t;optO2-00;32x32;0.060647192003671;29.784269382013008;15.45161415700568;106.90652724599931;1452.7007256760262
Arm;Arm;binary_search;int16_t;optO3-00;32x32;0.060647192003671;28.66346697002882;17.852118085022084;106.90652724599931;1913.8548826960032
Arm;Arm;binary_search;int16_t;optO2-02;32x32;0.060647192003671;28.9507209060248;17.65436096000485;106.90652724599931;1546.0874175460194
Arm;Arm;binary_search;int16_t;optO2-03;32x32;0.060647192003671;28.336613112012856;15.776774077967277;106.90652724599931;1590.30220929801
Arm;Arm;binary_search;int16_t;optO2-01;32x32;0.060647192003671;29.533916382002644;16.976676505000796;106.90652724599931;1499.385688964045
Arm;Arm;binary_search;int16_t;optO2-06;32x32;0.060647192003671;28.904782973986585;16.06153105397243;106.90652724599931;1729.5911505100084
Arm;Arm;binary_search;int16_t;optO1-02;32x32;0.060647192003671;28.92879598296713;13.69808187399758;106.90652724599931;1366.2686508159968
Arm;Arm;binary_search;int16_t;optO1-03;32x32;0.060647192003671;27.86604019603692;13.092652494029608;106.90652724599931;1407.3224423820502
Arm;Arm;binary_search;int16_t;optO3-03;32x32;0.060647192003671;28.92466986097861;17.122103325033095;106.90652724599931;2058.7987392270006
Arm;Arm;binary_search;int16_t;optO2-08;32x32;0.060647192003671;28.76166134903906;16.43595410999842;106.90652724599931;1821.4066329040213
Arm;Arm;binary_search;int16_t;optO1-01;32x32;0.060647192003671;28.441787959018257;13.067039321991617;106.90652724599931;1323.5214543040493
Arm;Arm;binary_search;int16_t;optO3-02;32x32;0.060647192003671;32.050191858026665;17.482228751003277;106.90652724599931;2012.6423285410276
Arm;Arm;binary_search;int16_t;optO1-00;32x32;0.060647192003671;26.223597244010307;14.235419229022227;106.90652724599931;1281.8174556190495
Arm;Arm;binary_search;int16_t;optO2-07;32x32;0.060647192003671;29.34125372499693;16.9971897599753;106.90652724599931;1776.0826394979958
Arm;Arm;binary_search;int32_t;optO5-Ofast;32x32;0.0878000779775902;29.499590419989545;15.963354102976156;107.58787493401906;3346.729985227052
Arm;Arm;binary_search;int32_t;optO2-09;32x32;0.0878000779775902;28.676839966035917;15.496059461031107;107.58787493401906;2989.251777680998
Arm;Arm;binary_search;int32_t;optO3-05;32x32;0.0878000779775902;28.5277965029818;15.72959504998289;107.58787493401906;3260.1903873429983
Arm;Arm;binary_search;int32_t;optO6-Og;32x32;0.0878000779775902;27.7358207150246;12.182474308006933;107.58787493401906;3386.7537077440065
Arm;Arm;binary_search;int32_t;optO4-Os;32x32;0.0878000779775902;27.01169077301165;13.8345284780371;107.58787493401906;3301.1371398330084
Arm;Arm;binary_search;int32_t;optO2-05;32x32;0.0878000779775902;26.54267658799654;15.572260750981512;107.58787493401906;2813.086512378009
Arm;Arm;binary_search;int32_t;optO3-01;32x32;0.0878000779775902;28.668985572992824;15.997036914981436;107.58787493401906;3079.1381012530182
Arm;Arm;binary_search;int32_t;optO3-04;32x32;0.0878000779775902;28.197981914971024;16.427595518995076;107.58787493401906;3215.8112339070067
Arm;Arm;binary_search;int32_t;optO2-00;32x32;0.0878000779775902;29.308605562953744;14.873257379978895;107.58787493401906;2592.8290101630264
Arm;Arm;binary_search;int32_t;optO3-00;32x32;0.0878000779775902;29.40612310502911;15.63434349099407;107.58787493401906;3034.383479439013
Arm;Arm;binary_search;int32_t;optO2-02;32x32;0.0878000779775902;27.872284253011458;16.751137838989962;107.58787493401906;2681.8172864060034
Arm;Arm;binary_search;int32_t;optO2-03;32x32;0.0878000779775902;26.65994350402616;13.68098575004842;107.58787493401906;2722.2859537000186
Arm;Arm;binary_search;int32_t;optO2-01;32x32;0.0878000779775902;28.191331866953988;15.933871590998024;107.58787493401906;2637.073698794004
Arm;Arm;binary_search;int32_t;optO2-06;32x32;0.0878000779775902;27.50801988400053;15.744918173993938;107.58787493401906;2856.471702273004
Arm;Arm;binary_search;int32_t;optO1-02;32x32;0.0878000779775902;27.05459296697518;12.207822716969533;107.58787493401906;2507.445345696004
Arm;Arm;binary_search;int32_t;optO1-03;32x32;0.0878000779775902;28.25017663900508;12.774450790020635;107.58787493401906;2548.5579774100333
Arm;Arm;binary_search;int32_t;optO3-03;32x32;0.0878000779775902;28.786906774970703;15.484108291973826;107.58787493401906;3171.069448430033
Arm;Arm;binary_search;int32_t;optO2-08;32x32;0.0878000779775902;27.929968774027657;15.596198133018332;107.58787493401906;2944.9487255860004
Arm;Arm;binary_search;int32_t;optO1-01;32x32;0.0878000779775902;26.884536607016344;12.867962553049438;107.58787493401906;2468.073285327002
Arm;Arm;binary_search;int32_t;optO3-02;32x32;0.0878000779775902;30.661030928022228;16.8122231150046;107.58787493401906;3126.6997100370354
Arm;Arm;binary_search;int32_t;optO1-00;32x32;0.0878000779775902;26.117339249001816;13.246805536036844;107.58787493401906;2428.227571287018
Arm;Arm;binary_search;int32_t;optO2-07;32x32;0.0878000779775902;28.71214359399164;16.006105442997068;107.58787493401906;2901.3173610200174
Arm;Arm;binary_search;int64_t;optO5-Ofast;32x32;0.0861485420027747;29.561151591013186;17.683086331002414;108.25941041699843;4482.127693355025
Arm;Arm;binary_search;int64_t;optO2-09;32x32;0.0861485420027747;27.604699458985124;16.987340504012536;108.25941041699843;4116.47884254402
Arm;Arm;binary_search;int64_t;optO3-05;32x32;0.0861485420027747;27.31508385494817;17.376133716024924;108.25941041699843;4392.462521194015
Arm;Arm;binary_search;int64_t;optO6-Og;32x32;0.0861485420027747;25.67916017200332;12.488672131032216;108.25941041699843;4520.38128770201
Arm;Arm;binary_search;int64_t;optO4-Os;32x32;0.0861485420027747;26.31427283299854;15.855788093002047;108.25941041699843;4434.783662823029
Arm;Arm;binary_search;int64_t;optO2-05;32x32;0.0861485420027747;27.602374614973087;18.75420265400317;108.25941041699843;3936.762695256039
Arm;Arm;binary_search;int64_t;optO3-01;32x32;0.0861485420027747;27.934267314034518;19.44166920200223;108.25941041699843;4209.845885902003
Arm;Arm;binary_search;int64_t;optO3-04;32x32;0.0861485420027747;28.08362790098181;17.53731752198655;108.25941041699843;4347.644006687042
Arm;Arm;binary_search;int64_t;optO2-00;32x32;0.0861485420027747;28.145479586033616;17.97917875298299;108.25941041699843;3706.686484364036
Arm;Arm;binary_search;int64_t;optO3-00;32x32;0.0861485420027747;27.713173374999315;18.07528190803714;108.25941041699843;4162.346745002025
Arm;Arm;binary_search;int64_t;optO2-02;32x32;0.0861485420027747;27.20163848804077;18.328469369967934;108.25941041699843;3797.9153393190354
Arm;Arm;binary_search;int64_t;optO2-03;32x32;0.0861485420027747;26.944591845036484;16.811205440026242;108.25941041699843;3841.7653260390503
Arm;Arm;binary_search;int64_t;optO2-01;32x32;0.0861485420027747;27.421706117980648;18.01391960598994;108.25941041699843;3752.276979603048
Arm;Arm;binary_search;int64_t;optO2-06;32x32;0.0861485420027747;26.77655399398645;16.731738407048397;108.25941041699843;3980.401059819036
Arm;Arm;binary_search;int64_t;optO1-02;32x32;0.0861485420027747;27.171146993001457;13.731655482028144;108.25941041699843;3618.81969245302
Arm;Arm;binary_search;int64_t;optO1-03;32x32;0.0861485420027747;27.787777216988616;13.65818373998627;108.25941041699843;3660.45573924802
Arm;Arm;binary_search;int64_t;optO3-03;32x32;0.0861485420027747;27.33720675297081;17.241191657958552;108.25941041699843;4301.9389186530025
Arm;Arm;binary_search;int64_t;optO2-08;32x32;0.0861485420027747;27.73732877802104;17.635319689987227;108.25941041699843;4071.7651930940337
Arm;Arm;binary_search;int64_t;optO1-01;32x32;0.0861485420027747;28.58944212005008;14.271589253970888;108.25941041699843;3577.811653489014
Arm;Arm;binary_search;int64_t;optO3-02;32x32;0.0861485420027747;28.28456478397129;18.95581538102124;108.25941041699843;4257.214358594036
Arm;Arm;binary_search;int64_t;optO1-00;32x32;0.0861485420027747;25.131753128021955;14.43913687899476;108.25941041699843;3534.835502391041
Arm;Arm;binary_search;int64_t;optO2-07;32x32;0.0861485420027747;28.58195991499815;17.171834592998493;108.25941041699843;4026.275806158024
Arm;Arm;binary_search;int8_t;optO5-Ofast;32x32;0.0642902899999171;28.960092710971367;16.332969713024795;107.19028882699786;1094.7581074680202
Arm;Arm;binary_search;int8_t;optO2-09;32x32;0.0642902899999171;28.93591060000472;16.388368723972235;107.19028882699786;729.6454882459948
Arm;Arm;binary_search;int8_t;optO3-05;32x32;0.0642902899999171;29.961924567993265;16.654927136027254;107.19028882699786;1007.5251690630104
Arm;Arm;binary_search;int8_t;optO6-Og;32x32;0.0642902899999171;27.240972646977752;12.16855303500779;107.19028882699786;1134.2668522160384
Arm;Arm;binary_search;int8_t;optO4-Os;32x32;0.0642902899999171;27.082456116972025;14.637409817019943;107.19028882699786;1049.382948812039
Arm;Arm;binary_search;int8_t;optO2-05;32x32;0.0642902899999171;26.80431807000423;15.968355919001624;107.19028882699786;549.2387949640397
Arm;Arm;binary_search;int8_t;optO3-01;32x32;0.0642902899999171;29.93302243499784;16.787269937980454;107.19028882699786;822.0497948060511
Arm;Arm;binary_search;int8_t;optO3-04;32x32;0.0642902899999171;28.943065815023147;16.41696048201993;107.19028882699786;960.7916695059976
Arm;Arm;binary_search;int8_t;optO2-00;32x32;0.0642902899999171;29.83123559301021;16.463631367019843;107.19028882699786;319.2433057909948
Arm;Arm;binary_search;int8_t;optO3-00;32x32;0.0642902899999171;29.249667103984397;16.191997407004237;107.19028882699786;775.2097051440505
Arm;Arm;binary_search;int8_t;optO2-02;32x32;0.0642902899999171;30.05507469200529;17.018037850037217;107.19028882699786;413.0233169320272
Arm;Arm;binary_search;int8_t;optO2-03;32x32;0.0642902899999171;28.520516276010312;15.143529299995862;107.19028882699786;456.8075303380028
Arm;Arm;binary_search;int8_t;optO2-01;32x32;0.0642902899999171;30.010693388991054;16.508570991980378;107.19028882699786;365.8559868480079
Arm;Arm;binary_search;int8_t;optO2-06;32x32;0.0642902899999171;28.390138709975872;16.69229722797172;107.19028882699786;594.4040691770497
Arm;Arm;binary_search;int8_t;optO1-02;32x32;0.0642902899999171;28.723556871991605;13.270541000994854;107.19028882699786;230.8975091270404
Arm;Arm;binary_search;int8_t;optO1-03;32x32;0.0642902899999171;28.930891369003803;12.927787430002354;107.19028882699786;272.84872712701326
Arm;Arm;binary_search;int8_t;optO3-03;32x32;0.0642902899999171;28.62463789194589;16.754065928980708;107.19028882699786;915.2755133199972
Arm;Arm;binary_search;int8_t;optO2-08;32x32;0.0642902899999171;28.265543319983408;15.75455716898432;107.19028882699786;684.2093396410346
Arm;Arm;binary_search;int8_t;optO1-01;32x32;0.0642902899999171;28.857514113013167;13.742592614027672;107.19028882699786;188.78255551902112
Arm;Arm;binary_search;int8_t;optO3-02;32x32;0.0642902899999171;30.22307196300244;17.414753660967108;107.19028882699786;869.7940894490457
Arm;Arm;binary_search;int8_t;optO1-00;32x32;0.0642902899999171;25.200100038025997;13.580300937988795;107.19028882699786;146.06623636302538
Arm;Arm;binary_search;int8_t;optO2-07;32x32;0.0642902899999171;28.904501367011108;16.641178116959054;107.19028882699786;640.0791002740152
Atmega328p;Atmega328p;binary_search;int16_t;optO5-Ofast;32x32;0.0688350300188176;27.71245963097317;18.377905683009885;106.64326668903232;2255.147155683022
Atmega328p;Atmega328p;binary_search;int16_t;optO2-09;32x32;0.0688350300188176;27.48101507104002;17.010441998019814;106.64326668903232;1892.354861129017
Atmega328p;Atmega328p;binary_search;int16_t;optO3-05;32x32;0.0688350300188176;27.894085868960246;18.26808686001459;106.64326668903232;2165.364388426009
Atmega328p;Atmega328p;binary_search;int16_t;optO6-Og;32x32;0.0688350300188176;26.14118936698651;16.498087825020775;106.64326668903232;2297.917195337999
Atmega328p;Atmega328p;binary_search;int16_t;optO4-Os;32x32;0.0688350300188176;25.91975215903949;17.489399743033573;106.64326668903232;2208.934556782013
Atmega328p;Atmega328p;binary_search;int16_t;optO2-05;32x32;0.0688350300188176;27.393089163000692;17.83770137099782;106.64326668903232;1709.028431926039
Atmega328p;Atmega328p;binary_search;int16_t;optO3-01;32x32;0.0688350300188176;28.68163469794672;18.22452536597848;106.64326668903232;1986.1769272510428
Atmega328p;Atmega328p;binary_search;int16_t;optO3-04;32x32;0.0688350300188176;30.93736750498647;18.001891069987323;106.64326668903232;2119.04612294503
Atmega328p;Atmega328p;binary_search;int16_t;optO2-00;32x32;0.0688350300188176;28.470921468979213;17.274515067983884;106.64326668903232;1476.746543323039
Atmega328p;Atmega328p;binary_search;int16_t;optO3-00;32x32;0.0688350300188176;28.843451155989897;17.83591579104541;106.64326668903232;1939.140760524024
Atmega328p;Atmega328p;binary_search;int16_t;optO2-02;32x32;0.0688350300188176;28.528855371987447;18.03314836102072;106.64326668903232;1569.5965552520356
Atmega328p;Atmega328p;binary_search;int16_t;optO2-03;32x32;0.0688350300188176;28.23372498498065;16.471922003023792;106.64326668903232;1614.4097274810192
Atmega328p;Atmega328p;binary_search;int16_t;optO2-01;32x32;0.0688350300188176;28.26334139396204;17.82188798900461;106.64326668903232;1522.9230199580195
Atmega328p;Atmega328p;binary_search;int16_t;optO2-06;32x32;0.0688350300188176;28.187566858017817;17.907574217999354;106.64326668903232;1755.203554280044
Atmega328p;Atmega328p;binary_search;int16_t;optO1-02;32x32;0.0688350300188176;26.89904061105335;16.171826859004796;106.64326668903232;1387.2944516279968
Atmega328p;Atmega328p;binary_search;int16_t;optO1-03;32x32;0.0688350300188176;26.567027457989752;16.946317017020192;106.64326668903232;1430.9118566040415
Atmega328p;Atmega328p;binary_search;int16_t;optO3-03;32x32;0.0688350300188176;28.29915976396296;8.012179789016955;106.64326668903232;2070.0104938750155
Atmega328p;Atmega328p;binary_search;int16_t;optO2-08;32x32;0.0688350300188176;27.61317027901532;18.772343511984214;106.64326668903232;1847.6795849259945
Atmega328p;Atmega328p;binary_search;int16_t;optO1-01;32x32;0.0688350300188176;27.6461148840026;16.796036007988732;106.64326668903232;1344.1138494510087
