DEVICE;BOARD;FUNCTION;DATA_TYPE;OPT_FLAG;MV_SIZE;InputGenerationTime;ProfilingTime;SimulationTime;FramaCExecutionTime;TotalExecutionTime
Leon3;Leon3;floydwarshall;double;optO2-09;32x32;0.2445918030571192;19.152311704005115;8.58552345901262;116.4514676029794;1275.8567297620466
Leon3;Leon3;floydwarshall;double;optO2-09;32x32;0.2445918030571192;19.152311704005115;8.58552345901262;116.4514676029794;1275.8567297620466
Leon3;Leon3;floydwarshall;double;optO3-05;32x32;0.2445918030571192;19.817784101935104;9.435151449986732;116.4514676029794;1452.753888659994
Leon3;Leon3;floydwarshall;double;optO6-Og;32x32;0.2445918030571192;18.398145903949622;8.051782569033094;116.4514676029794;1537.7059414240066
Leon3;Leon3;floydwarshall;double;optO4-Os;32x32;0.2445918030571192;19.425999458995648;8.536670583067462;116.4514676029794;1480.7734211609932
Leon3;Leon3;floydwarshall;double;optO2-05;32x32;0.2445918030571192;20.29000397003256;8.93546506704297;116.4514676029794;1162.787250238005
Leon3;Leon3;floydwarshall;double;optO3-01;32x32;0.2445918030571192;20.540564642986283;9.212780180037951;116.4514676029794;1334.6383985200664
Leon3;Leon3;floydwarshall;double;optO3-04;32x32;0.2445918030571192;19.766519557102583;9.312727037933657;116.4514676029794;1423.44502336008
Leon3;Leon3;floydwarshall;double;optO2-00;32x32;0.2445918030571192;18.914366635959595;8.648031999007799;116.4514676029794;1017.986806858098
Leon3;Leon3;floydwarshall;double;optO3-00;32x32;0.2445918030571192;19.767681912053376;9.142873792909086;116.4514676029794;1304.8302088860655
Leon3;Leon3;floydwarshall;double;optO2-02;32x32;0.2445918030571192;20.00914630002808;9.628002456040122;116.4514676029794;1076.772712654085
Leon3;Leon3;floydwarshall;double;optO2-03;32x32;0.2445918030571192;18.725548199028708;8.437751882942393;116.4514676029794;1103.9883333250182
Leon3;Leon3;floydwarshall;double;optO2-01;32x32;0.2445918030571192;19.795964075019583;9.236581029952504;116.4514676029794;1047.0790662490765
Leon3;Leon3;floydwarshall;double;optO2-06;32x32;0.2445918030571192;19.475536639918573;9.208698899950832;116.4514676029794;1191.530062770005
Leon3;Leon3;floydwarshall;double;optO1-02;32x32;0.2445918030571192;18.711786707048304;8.284925031010062;116.4514676029794;962.9912203570128
Leon3;Leon3;floydwarshall;double;optO1-03;32x32;0.2445918030571192;18.827109215897508;8.484009653097019;116.4514676029794;990.3681816280588
Leon3;Leon3;floydwarshall;double;optO3-03;32x32;0.2445918030571192;20.032494459068403;9.209400394931436;116.4514676029794;1394.302872369066
